solicitud_id,cliente_id,artista_id,campana_id,fecha_solicitud,hora_solicitud,canal_contacto,fuente_llegada,estilo_tatuaje,zona_cuerpo,tamano,monto_cotizado_clp,minutos_respuesta,estado_solicitud,etapa_pipeline,score_oportunidad
RES-0645,CLI-0625,ART-003,CAMP-DIR-01,2026-05-15,12:00,Instagram,visita directa,fine line,mano/dedos,pequeno,40000,200,pendiente,esperando respuesta cliente,12
RES-0646,CLI-0626,ART-001,CAMP-REF-01,2026-05-28,16:00,WhatsApp,recomendacion,fine line color,pecho,grande,185000,109,pendiente,esperando respuesta cliente,49
RES-0647,CLI-0627,ART-005,CAMP-REF-01,2026-05-29,11:00,WhatsApp,recomendacion,minimalista,costillas,sesion larga,260000,156,cancelada,perdida,62
RES-0648,CLI-0628,ART-004,CAMP-REF-01,2026-05-25,11:30,WhatsApp,recomendacion,lettering,cuello,grande,205000,93,pendiente,esperando respuesta cliente,52
RES-0649,CLI-0629,ART-001,CAMP-RET-01,2026-05-25,13:00,WhatsApp,cliente recurrente,lettering,costillas,grande,180000,99,contactar,pendiente de contacto,50
RES-0650,CLI-0630,ART-006,CAMP-GO-01,2026-06-18,16:30,WhatsApp,Google,geometrico,pierna,pequeno,75000,239,confirmada,reserva confirmada,43
RES-0651,CLI-0036,ART-003,CAMP-REF-01,2026-05-25,17:30,Instagram,recomendacion,minimalista,cuello,grande,215000,37,confirmada,reserva confirmada,74
RES-0652,CLI-0631,ART-001,CAMP-TK-01,2026-05-18,11:00,Instagram,TikTok,minimalista,hombro,pequeno,45000,102,confirmada,reserva confirmada,37
RES-0653,CLI-0364,ART-002,CAMP-AIEP-01,2026-05-26,16:30,Instagram,evento AIEP,tradicional color,pecho,pequeno,80000,110,pendiente,esperando respuesta cliente,20
RES-0654,CLI-0632,ART-005,CAMP-AIEP-01,2026-06-19,11:30,WhatsApp,evento AIEP,minimalista,costillas,grande,195000,76,cancelada,perdida,40
RES-0655,CLI-0633,ART-001,CAMP-IG-01,2026-06-16,14:30,Instagram,Instagram,minimalista,mano/dedos,mediano,120000,108,cancelada,perdida,27
RES-0656,CLI-0634,ART-002,CAMP-IG-01,2026-05-22,12:30,WhatsApp,Instagram,blackwork,muneca,mediano,130000,114,pendiente,esperando respuesta cliente,29
RES-0657,CLI-0635,ART-002,CAMP-REF-01,2026-05-28,13:30,WhatsApp,recomendacion,blackwork color,antebrazo,grande,330000,49,contactar,pendiente de contacto,71
RES-0658,CLI-0636,ART-002,CAMP-TK-01,2026-05-28,12:30,Instagram,TikTok,tradicional,costillas,pequeno,50000,152,confirmada,reserva confirmada,38
RES-0659,CLI-0637,ART-005,CAMP-AIEP-01,2026-05-25,14:30,WhatsApp,evento AIEP,fine line,brazo,grande,190000,27,pendiente,esperando respuesta cliente,40
RES-0660,CLI-0638,ART-001,CAMP-RET-01,2026-06-09,16:00,WhatsApp,cliente recurrente,fine line color,cuello,mediano,90000,66,confirmada,reserva confirmada,52
RES-0661,CLI-0639,ART-005,CAMP-GO-01,2026-06-17,15:00,WhatsApp,Google,geometrico,cuello,pequeno,40000,89,confirmada,reserva confirmada,31
RES-0662,CLI-0640,ART-004,CAMP-RET-01,2026-05-18,17:00,WhatsApp,cliente recurrente,tradicional color,pecho,pequeno,55000,119,cancelada,perdida,27
RES-0663,CLI-0641,ART-001,CAMP-GO-01,2026-05-22,14:00,WhatsApp,Google,lettering,espalda,grande,220000,226,confirmada,reserva confirmada,69
RES-0664,CLI-0642,ART-001,CAMP-REF-01,2026-05-17,09:30,WhatsApp,recomendacion,minimalista,costillas,grande,220000,160,pendiente,esperando respuesta cliente,51
RES-0665,CLI-0643,ART-001,CAMP-RET-01,2026-06-11,15:00,Instagram,cliente recurrente,minimalista,pierna,pequeno,40000,241,contactar,pendiente de contacto,24
RES-0666,CLI-0644,ART-002,CAMP-TK-01,2026-05-25,17:30,Instagram,TikTok,geometrico,costillas,pequeno,45000,62,pendiente,esperando respuesta cliente,13
RES-0667,CLI-0645,ART-006,CAMP-IG-01,2026-05-24,14:30,WhatsApp,Instagram,blackwork,tobillo,sesion larga,260000,132,cancelada,perdida,52
RES-0668,CLI-0646,ART-006,CAMP-IG-01,2026-05-17,17:30,Instagram,Instagram,blackwork,antebrazo,grande,305000,117,confirmada,reserva confirmada,80
RES-0669,CLI-0647,ART-002,CAMP-DIR-01,2026-05-21,15:30,WhatsApp,visita directa,tradicional,pierna,pequeno,60000,21,confirmada,reserva confirmada,40
RES-0670,CLI-0648,ART-001,CAMP-IG-01,2026-05-22,11:30,WhatsApp,Instagram,minimalista,espalda,pequeno,40000,104,confirmada,reserva confirmada,31
RES-0671,CLI-0649,ART-005,CAMP-RET-01,2026-06-11,16:30,WhatsApp,cliente recurrente,geometrico color,costillas,mediano,140000,57,reagendada,reagendar fecha,42
RES-0672,CLI-0650,ART-003,CAMP-IG-01,2026-05-27,12:00,WhatsApp,Instagram,fine line,antebrazo,pequeno,40000,108,confirmada,reserva confirmada,36
RES-0673,CLI-0651,ART-001,CAMP-GO-01,2026-06-04,10:30,WhatsApp,Google,minimalista,pecho,mediano,100000,132,pendiente,esperando respuesta cliente,23
RES-0674,CLI-0652,ART-003,CAMP-IG-01,2026-06-13,12:00,Instagram,Instagram,minimalista,tobillo,grande,180000,277,contactar,pendiente de contacto,38
RES-0675,CLI-0653,ART-001,CAMP-TK-01,2026-05-16,09:00,WhatsApp,TikTok,lettering,brazo,pequeno,45000,195,pendiente,esperando respuesta cliente,13
RES-0676,CLI-0654,ART-005,CAMP-TK-01,2026-05-17,11:30,WhatsApp,TikTok,fine line,mano/dedos,mediano,100000,43,pendiente,esperando respuesta cliente,23
RES-0677,CLI-0655,ART-002,CAMP-DIR-01,2026-06-18,15:30,Instagram,visita directa,blackwork,costillas,pequeno,80000,262,confirmada,reserva confirmada,44
RES-0678,CLI-0656,ART-004,CAMP-DIR-01,2026-05-21,16:30,WhatsApp,visita directa,tradicional,pecho,mediano,95000,33,pendiente,esperando respuesta cliente,17
RES-0679,CLI-0657,ART-004,CAMP-DIR-01,2026-05-15,16:30,WhatsApp,visita directa,lettering,hombro,grande,190000,65,confirmada,reserva confirmada,59
RES-0680,CLI-0658,ART-005,CAMP-GO-01,2026-05-15,16:30,WhatsApp,Google,fine line color,cuello,pequeno,65000,154,contactar,pendiente de contacto,17
RES-0681,CLI-0659,ART-005,CAMP-IG-01,2026-05-31,14:30,WhatsApp,Instagram,minimalista,espalda,mediano,85000,128,cancelada,perdida,20
RES-0682,CLI-0660,ART-003,CAMP-TK-01,2026-06-02,12:30,WhatsApp,TikTok,fine line,hombro,mediano,85000,178,pendiente,esperando respuesta cliente,20
RES-0683,CLI-0661,ART-002,CAMP-REF-01,2026-06-02,17:30,WhatsApp,recomendacion,tradicional color,costillas,pequeno,80000,100,confirmada,reserva confirmada,54
RES-0684,CLI-0662,ART-001,CAMP-IG-01,2026-05-15,16:00,WhatsApp,Instagram,lettering,pecho,pequeno,60000,166,cancelada,perdida,16
RES-0685,CLI-0663,ART-005,CAMP-IG-01,2026-05-25,17:30,WhatsApp,Instagram,geometrico,antebrazo,pequeno,40000,20,pendiente,esperando respuesta cliente,12
RES-0686,CLI-0664,ART-001,CAMP-DIR-01,2026-06-12,09:30,WhatsApp,visita directa,minimalista color,muneca,mediano,85000,107,contactar,pendiente de contacto,15
RES-0687,CLI-0665,ART-001,CAMP-RET-01,2026-06-12,15:00,WhatsApp,cliente recurrente,lettering,tobillo,mediano,85000,161,reagendada,reagendar fecha,32
RES-0688,CLI-0666,ART-006,CAMP-DIR-01,2026-05-13,12:00,WhatsApp,visita directa,tradicional color,mano/dedos,pequeno,55000,96,pendiente,esperando respuesta cliente,15
RES-0689,CLI-0667,ART-003,CAMP-GO-01,2026-06-14,13:30,WhatsApp,Google,geometrico color,muneca,pequeno,40000,28,pendiente,esperando respuesta cliente,12
RES-0690,CLI-0668,ART-003,CAMP-IG-01,2026-06-13,15:00,Instagram,Instagram,fine line,hombro,sesion larga,260000,251,pendiente,esperando respuesta cliente,48
RES-0691,CLI-0669,ART-006,CAMP-RET-01,2026-05-15,15:30,WhatsApp,cliente recurrente,blackwork,muneca,pequeno,40000,144,confirmada,reserva confirmada,48
RES-0692,CLI-0670,ART-003,CAMP-AIEP-01,2026-06-10,12:00,WhatsApp,evento AIEP,geometrico,antebrazo,pequeno,40000,97,cancelada,perdida,12
RES-0693,CLI-0671,ART-001,CAMP-DIR-01,2026-06-16,12:00,WhatsApp,visita directa,lettering,muneca,mediano,85000,83,confirmada,reserva confirmada,44
RES-0694,CLI-0672,ART-003,CAMP-IG-01,2026-06-05,15:30,WhatsApp,Instagram,fine line color,tobillo,mediano,85000,83,contactar,pendiente de contacto,15
RES-0695,CLI-0673,ART-001,CAMP-IG-01,2026-06-10,15:00,WhatsApp,Instagram,minimalista,hombro,pequeno,40000,161,confirmada,reserva confirmada,31
RES-0696,CLI-0674,ART-002,CAMP-TK-01,2026-06-01,11:30,WhatsApp,TikTok,geometrico color,cuello,mediano,170000,263,confirmada,reserva confirmada,55
RES-0697,CLI-0675,ART-006,CAMP-IG-01,2026-05-25,17:30,WhatsApp,Instagram,geometrico,cuello,pequeno,45000,89,confirmada,reserva confirmada,32
RES-0698,CLI-0676,ART-002,CAMP-DIR-01,2026-06-10,11:00,Instagram,visita directa,geometrico,pecho,grande,290000,150,confirmada,reserva confirmada,82
RES-0699,CLI-0677,ART-005,CAMP-AIEP-01,2026-05-20,13:00,Instagram,evento AIEP,minimalista,brazo,pequeno,50000,214,confirmada,reserva confirmada,38
RES-0700,CLI-0678,ART-002,CAMP-RET-01,2026-06-17,17:30,WhatsApp,cliente recurrente,geometrico color,brazo,grande,210000,67,confirmada,reserva confirmada,74
RES-0701,CLI-0679,ART-005,CAMP-IG-01,2026-05-16,11:00,WhatsApp,Instagram,geometrico color,espalda,grande,255000,61,pendiente,esperando respuesta cliente,51
RES-0702,CLI-0680,ART-002,CAMP-AIEP-01,2026-06-15,09:30,WhatsApp,evento AIEP,blackwork,pierna,mediano,100000,193,pendiente,esperando respuesta cliente,18
RES-0703,CLI-0681,ART-001,CAMP-GO-01,2026-06-08,15:00,Instagram,Google,lettering,costillas,mediano,125000,74,pendiente,esperando respuesta cliente,28
RES-0704,CLI-0682,ART-002,CAMP-DIR-01,2026-05-24,13:00,Instagram,visita directa,geometrico,hombro,grande,245000,179,confirmada,reserva confirmada,69
RES-0705,CLI-0683,ART-004,CAMP-DIR-01,2026-06-19,14:00,WhatsApp,visita directa,blackwork,cuello,grande,215000,59,pendiente,esperando respuesta cliente,44
RES-0706,CLI-0684,ART-001,CAMP-REF-01,2026-06-07,13:30,WhatsApp,recomendacion,minimalista,pecho,sesion larga,295000,20,contactar,pendiente de contacto,60
RES-0707,CLI-0685,ART-003,CAMP-IG-01,2026-05-27,15:30,Instagram,Instagram,minimalista,pierna,mediano,100000,318,pendiente,esperando respuesta cliente,23
RES-0708,CLI-0356,ART-002,CAMP-GO-01,2026-06-02,16:00,Instagram,Google,blackwork,brazo,mediano,90000,149,confirmada,reserva confirmada,40
RES-0709,CLI-0448,ART-001,CAMP-RET-01,2026-05-27,17:30,Instagram,cliente recurrente,minimalista,pierna,pequeno,40000,176,pendiente,esperando respuesta cliente,24
RES-0710,CLI-0686,ART-003,CAMP-RET-01,2026-06-08,09:30,Instagram,cliente recurrente,fine line,muneca,mediano,85000,66,pendiente,esperando respuesta cliente,27
RES-0711,CLI-0687,ART-004,CAMP-RET-01,2026-05-18,12:00,WhatsApp,cliente recurrente,blackwork,hombro,pequeno,55000,25,cancelada,perdida,27
RES-0712,CLI-0688,ART-005,CAMP-GO-01,2026-06-08,17:30,WhatsApp,Google,minimalista color,brazo,grande,200000,117,confirmada,reserva confirmada,65
RES-0713,CLI-0689,ART-006,CAMP-RET-01,2026-06-11,15:30,WhatsApp,cliente recurrente,geometrico,hombro,grande,250000,108,confirmada,reserva confirmada,86
RES-0714,CLI-0393,ART-003,CAMP-IG-01,2026-05-16,14:00,Instagram,Instagram,geometrico,mano/dedos,grande,180000,166,pendiente,esperando respuesta cliente,33
RES-0715,CLI-0690,ART-005,CAMP-TK-01,2026-06-05,17:00,WhatsApp,TikTok,geometrico,pierna,pequeno,55000,58,confirmada,reserva confirmada,39
RES-0716,CLI-0691,ART-002,CAMP-GO-01,2026-06-08,15:00,WhatsApp,Google,tradicional,tobillo,pequeno,50000,86,confirmada,reserva confirmada,33
RES-0717,CLI-0692,ART-002,CAMP-DIR-01,2026-06-01,11:30,WhatsApp,visita directa,tradicional color,brazo,pequeno,80000,122,confirmada,reserva confirmada,44
RES-0718,CLI-0693,ART-004,CAMP-IG-01,2026-05-29,12:00,Instagram,Instagram,blackwork color,muneca,pequeno,55000,264,contactar,pendiente de contacto,12
RES-0719,CLI-0694,ART-005,CAMP-AIEP-01,2026-05-29,09:30,WhatsApp,evento AIEP,minimalista,espalda,pequeno,40000,79,contactar,pendiente de contacto,12
RES-0720,CLI-0646,ART-004,CAMP-DIR-01,2026-05-29,13:00,Instagram,visita directa,blackwork,muneca,mediano,90000,224,contactar,pendiente de contacto,21
RES-0721,CLI-0695,ART-002,CAMP-AIEP-01,2026-05-26,17:30,WhatsApp,evento AIEP,geometrico color,costillas,sesion larga,450000,203,pendiente,esperando respuesta cliente,83
RES-0722,CLI-0696,ART-006,CAMP-IG-01,2026-06-09,12:30,WhatsApp,Instagram,tradicional color,cuello,pequeno,75000,84,confirmada,reserva confirmada,43
RES-0723,CLI-0288,ART-004,CAMP-TK-01,2026-05-22,11:30,Instagram,TikTok,tradicional color,cuello,mediano,140000,113,contactar,pendiente de contacto,30
RES-0724,CLI-0599,ART-004,CAMP-AIEP-01,2026-06-16,13:00,Instagram,evento AIEP,tradicional color,brazo,pequeno,75000,164,confirmada,reserva confirmada,38
RES-0725,CLI-0565,ART-006,CAMP-IG-01,2026-05-26,11:00,Instagram,Instagram,geometrico,mano/dedos,sesion larga,275000,94,reagendada,reagendar fecha,55
RES-0726,CLI-0697,ART-002,CAMP-TK-01,2026-06-02,12:30,WhatsApp,TikTok,tradicional color,hombro,mediano,115000,194,pendiente,esperando respuesta cliente,26
RES-0727,CLI-0698,ART-006,CAMP-AIEP-01,2026-05-23,17:00,WhatsApp,evento AIEP,blackwork,pierna,pequeno,45000,141,pendiente,esperando respuesta cliente,13
RES-0728,CLI-0699,ART-005,CAMP-REF-01,2026-06-10,11:00,Instagram,recomendacion,fine line color,pierna,grande,245000,120,confirmada,reserva confirmada,75
RES-0729,CLI-0700,ART-004,CAMP-TK-01,2026-05-24,13:00,WhatsApp,TikTok,lettering color,antebrazo,grande,180000,154,pendiente,esperando respuesta cliente,38
RES-0730,CLI-0701,ART-006,CAMP-GO-01,2026-05-25,09:00,Instagram,Google,blackwork color,espalda,pequeno,80000,80,confirmada,reserva confirmada,44
RES-0731,CLI-0702,ART-004,CAMP-TK-01,2026-05-13,10:00,Instagram,TikTok,blackwork,muneca,pequeno,40000,289,contactar,pendiente de contacto,12
RES-0732,CLI-0703,ART-001,CAMP-TK-01,2026-05-18,09:30,Instagram,TikTok,lettering,muneca,pequeno,40000,246,confirmada,reserva confirmada,36
RES-0733,CLI-0704,ART-003,CAMP-RET-01,2026-06-04,15:00,Instagram,cliente recurrente,minimalista color,pecho,grande,240000,222,pendiente,esperando respuesta cliente,57
RES-0734,CLI-0705,ART-001,CAMP-IG-01,2026-05-22,14:30,WhatsApp,Instagram,minimalista,brazo,mediano,85000,194,contactar,pendiente de contacto,20
RES-0735,CLI-0706,ART-001,CAMP-IG-01,2026-06-16,12:00,WhatsApp,Instagram,minimalista color,costillas,grande,220000,162,confirmada,reserva confirmada,69
RES-0736,CLI-0707,ART-004,CAMP-TK-01,2026-05-27,10:00,WhatsApp,TikTok,tradicional color,antebrazo,pequeno,50000,105,pendiente,esperando respuesta cliente,14
RES-0737,CLI-0708,ART-001,CAMP-TK-01,2026-06-08,10:00,WhatsApp,TikTok,minimalista color,pecho,grande,185000,41,confirmada,reserva confirmada,63
RES-0738,CLI-0709,ART-006,CAMP-TK-01,2026-05-23,09:00,Instagram,TikTok,blackwork,tobillo,mediano,85000,56,cancelada,perdida,20
RES-0739,CLI-0710,ART-006,CAMP-DIR-01,2026-05-13,13:00,WhatsApp,visita directa,blackwork,tobillo,grande,245000,66,confirmada,reserva confirmada,74
RES-0740,CLI-0711,ART-003,CAMP-TK-01,2026-06-14,15:00,WhatsApp,TikTok,fine line color,antebrazo,mediano,115000,19,confirmada,reserva confirmada,45
RES-0741,CLI-0712,ART-002,CAMP-IG-01,2026-05-26,10:00,WhatsApp,Instagram,geometrico,espalda,sesion larga,275000,124,confirmada,reserva confirmada,79
RES-0742,CLI-0713,ART-003,CAMP-GO-01,2026-05-18,12:00,WhatsApp,Google,geometrico,brazo,mediano,115000,140,contactar,pendiente de contacto,21
RES-0743,CLI-0714,ART-003,CAMP-TK-01,2026-06-01,10:30,WhatsApp,TikTok,fine line,pecho,grande,180000,122,pendiente,esperando respuesta cliente,38
RES-0744,CLI-0715,ART-005,CAMP-IG-01,2026-05-19,13:30,Instagram,Instagram,fine line,hombro,pequeno,40000,109,pendiente,esperando respuesta cliente,12
RES-0745,CLI-0716,ART-001,CAMP-IG-01,2026-06-11,13:00,WhatsApp,Instagram,fine line,antebrazo,pequeno,40000,180,pendiente,esperando respuesta cliente,12
RES-0746,CLI-0717,ART-006,CAMP-DIR-01,2026-06-07,16:30,WhatsApp,visita directa,tradicional color,antebrazo,grande,315000,175,confirmada,reserva confirmada,77
RES-0747,CLI-0718,ART-004,CAMP-DIR-01,2026-06-05,10:00,WhatsApp,visita directa,tradicional,antebrazo,grande,180000,74,pendiente,esperando respuesta cliente,33
RES-0748,CLI-0719,ART-004,CAMP-TK-01,2026-05-23,15:00,WhatsApp,TikTok,lettering,mano/dedos,pequeno,45000,77,pendiente,esperando respuesta cliente,12
RES-0749,CLI-0720,ART-006,CAMP-GO-01,2026-05-27,16:30,WhatsApp,Google,tradicional,pierna,mediano,100000,109,confirmada,reserva confirmada,47
RES-0750,CLI-0721,ART-005,CAMP-TK-01,2026-05-20,17:30,Instagram,TikTok,fine line,mano/dedos,mediano,105000,129,contactar,pendiente de contacto,24
RES-0751,CLI-0722,ART-004,CAMP-DIR-01,2026-05-27,12:30,WhatsApp,visita directa,blackwork color,costillas,mediano,140000,184,confirmada,reserva confirmada,54
RES-0752,CLI-0723,ART-003,CAMP-REF-01,2026-05-21,16:30,WhatsApp,recomendacion,minimalista,pecho,grande,180000,189,confirmada,reserva confirmada,72
RES-0753,CLI-0724,ART-004,CAMP-DIR-01,2026-05-30,11:30,WhatsApp,visita directa,blackwork,espalda,grande,270000,128,pendiente,esperando respuesta cliente,54
RES-0754,CLI-0725,ART-006,CAMP-TK-01,2026-06-02,17:30,WhatsApp,TikTok,tradicional color,cuello,mediano,165000,136,pendiente,esperando respuesta cliente,35
RES-0755,CLI-0726,ART-003,CAMP-IG-01,2026-06-06,09:00,WhatsApp,Instagram,fine line,pecho,mediano,130000,201,pendiente,esperando respuesta cliente,29
RES-0756,CLI-0727,ART-001,CAMP-TK-01,2026-05-23,17:00,WhatsApp,TikTok,fine line,pecho,mediano,145000,108,pendiente,esperando respuesta cliente,26
RES-0757,CLI-0728,ART-005,CAMP-TK-01,2026-06-17,13:00,WhatsApp,TikTok,geometrico,mano/dedos,grande,270000,50,pendiente,esperando respuesta cliente,50
RES-0758,CLI-0729,ART-003,CAMP-GO-01,2026-06-02,10:00,WhatsApp,Google,fine line,espalda,pequeno,45000,128,confirmada,reserva confirmada,37
RES-0759,CLI-0730,ART-006,CAMP-TK-01,2026-06-19,17:00,Instagram,TikTok,geometrico,antebrazo,pequeno,65000,177,pendiente,esperando respuesta cliente,17
RES-0760,CLI-0731,ART-001,CAMP-TK-01,2026-06-07,14:00,WhatsApp,TikTok,fine line,mano/dedos,pequeno,45000,260,confirmada,reserva confirmada,37
RES-0761,CLI-0732,ART-003,CAMP-GO-01,2026-06-15,13:00,Instagram,Google,geometrico,mano/dedos,pequeno,40000,227,pendiente,esperando respuesta cliente,12
RES-0762,CLI-0618,ART-005,CAMP-TK-01,2026-06-19,15:30,Instagram,TikTok,minimalista,costillas,pequeno,40000,57,pendiente,esperando respuesta cliente,12
RES-0763,CLI-0137,ART-004,CAMP-IG-01,2026-06-03,13:00,Instagram,Instagram,blackwork color,muneca,grande,255000,177,pendiente,esperando respuesta cliente,47
RES-0764,CLI-0733,ART-002,CAMP-IG-01,2026-05-18,15:30,WhatsApp,Instagram,geometrico,costillas,mediano,105000,22,confirmada,reserva confirmada,43
RES-0765,CLI-0734,ART-002,CAMP-REF-01,2026-05-24,12:30,Instagram,recomendacion,geometrico,cuello,pequeno,50000,76,confirmada,reserva confirmada,48
RES-0766,CLI-0735,ART-006,CAMP-RET-01,2026-05-26,09:30,Instagram,cliente recurrente,blackwork,mano/dedos,mediano,170000,37,pendiente,esperando respuesta cliente,48
RES-0767,CLI-0736,ART-005,CAMP-GO-01,2026-05-25,13:00,WhatsApp,Google,geometrico,pecho,pequeno,45000,124,confirmada,reserva confirmada,32
RES-0768,CLI-0737,ART-006,CAMP-IG-01,2026-06-17,11:00,WhatsApp,Instagram,blackwork color,muneca,mediano,110000,60,confirmada,reserva confirmada,44
RES-0769,CLI-0738,ART-003,CAMP-TK-01,2026-05-20,10:00,WhatsApp,TikTok,fine line,cuello,mediano,90000,79,pendiente,esperando respuesta cliente,16
RES-0770,CLI-0739,ART-005,CAMP-IG-01,2026-06-04,09:00,WhatsApp,Instagram,minimalista,hombro,sesion larga,260000,71,contactar,pendiente de contacto,48
RES-0771,CLI-0608,ART-005,CAMP-TK-01,2026-06-07,17:00,Instagram,TikTok,fine line,mano/dedos,mediano,85000,305,pendiente,esperando respuesta cliente,15
RES-0772,CLI-0740,ART-004,CAMP-TK-01,2026-05-16,11:00,Instagram,TikTok,blackwork,pecho,mediano,170000,252,contactar,pendiente de contacto,31
RES-0773,CLI-0741,ART-005,CAMP-GO-01,2026-05-26,17:30,WhatsApp,Google,minimalista,hombro,mediano,85000,14,cancelada,perdida,15
RES-0774,CLI-0742,ART-002,CAMP-IG-01,2026-05-21,16:30,WhatsApp,Instagram,tradicional,cuello,pequeno,50000,157,pendiente,esperando respuesta cliente,14
RES-0775,CLI-0743,ART-006,CAMP-GO-01,2026-05-18,10:30,WhatsApp,Google,geometrico,costillas,mediano,130000,37,contactar,pendiente de contacto,29
RES-0776,CLI-0744,ART-001,CAMP-TK-01,2026-05-28,10:30,WhatsApp,TikTok,fine line,antebrazo,grande,180000,27,cancelada,perdida,33
RES-0777,CLI-0745,ART-003,CAMP-IG-01,2026-05-20,09:00,WhatsApp,Instagram,fine line color,mano/dedos,grande,210000,71,confirmada,reserva confirmada,63
RES-0778,CLI-0746,ART-005,CAMP-TK-01,2026-05-17,16:30,Instagram,TikTok,minimalista,espalda,mediano,110000,82,pendiente,esperando respuesta cliente,20
RES-0779,CLI-0747,ART-001,CAMP-REF-01,2026-05-16,17:00,WhatsApp,recomendacion,lettering,cuello,mediano,120000,53,cancelada,perdida,37
RES-0780,CLI-0748,ART-004,CAMP-REF-01,2026-05-26,15:30,WhatsApp,recomendacion,tradicional,espalda,pequeno,65000,37,confirmada,reserva confirmada,51
RES-0781,CLI-0749,ART-004,CAMP-GO-01,2026-05-17,16:00,WhatsApp,Google,lettering,brazo,pequeno,50000,87,contactar,pendiente de contacto,14
RES-0782,CLI-0750,ART-002,CAMP-DIR-01,2026-05-22,09:30,WhatsApp,visita directa,tradicional color,muneca,grande,280000,82,confirmada,reserva confirmada,76
RES-0783,CLI-0751,ART-005,CAMP-DIR-01,2026-05-31,11:30,WhatsApp,visita directa,geometrico,muneca,mediano,85000,60,confirmada,reserva confirmada,44
RES-0784,CLI-0752,ART-006,CAMP-IG-01,2026-05-22,17:30,Instagram,Instagram,tradicional color,costillas,mediano,170000,37,confirmada,reserva confirmada,60
RES-0785,CLI-0753,ART-003,CAMP-AIEP-01,2026-06-06,15:30,Instagram,evento AIEP,fine line,brazo,mediano,100000,60,confirmada,reserva confirmada,47
RES-0786,CLI-0754,ART-002,CAMP-TK-01,2026-06-01,12:00,WhatsApp,TikTok,blackwork,espalda,pequeno,60000,111,confirmada,reserva confirmada,35
RES-0787,CLI-0755,ART-002,CAMP-IG-01,2026-05-24,11:30,Instagram,Instagram,blackwork color,costillas,grande,330000,124,reagendada,reagendar fecha,65
RES-0788,CLI-0756,ART-003,CAMP-TK-01,2026-05-22,09:00,WhatsApp,TikTok,fine line,muneca,pequeno,40000,114,pendiente,esperando respuesta cliente,12
RES-0789,CLI-0757,ART-004,CAMP-IG-01,2026-06-04,11:30,WhatsApp,Instagram,blackwork color,cuello,sesion larga,445000,176,confirmada,reserva confirmada,100
RES-0790,CLI-0758,ART-006,CAMP-RET-01,2026-06-04,10:30,WhatsApp,cliente recurrente,blackwork,tobillo,pequeno,55000,48,confirmada,reserva confirmada,51
RES-0791,CLI-0759,ART-006,CAMP-IG-01,2026-06-06,16:30,Instagram,Instagram,geometrico,tobillo,mediano,85000,82,pendiente,esperando respuesta cliente,20
RES-0792,CLI-0760,ART-001,CAMP-AIEP-01,2026-05-20,09:00,WhatsApp,evento AIEP,fine line,muneca,pequeno,40000,95,cancelada,perdida,12
RES-0793,CLI-0761,ART-005,CAMP-DIR-01,2026-05-30,16:00,WhatsApp,visita directa,geometrico,costillas,mediano,130000,219,pendiente,esperando respuesta cliente,24
RES-0794,CLI-0246,ART-004,CAMP-IG-01,2026-06-15,15:00,Instagram,Instagram,tradicional color,pecho,pequeno,60000,29,pendiente,esperando respuesta cliente,16
RES-0795,CLI-0762,ART-006,CAMP-TK-01,2026-05-31,14:00,WhatsApp,TikTok,geometrico,antebrazo,mediano,160000,61,confirmada,reserva confirmada,58
RES-0796,CLI-0763,ART-001,CAMP-TK-01,2026-06-02,12:30,Instagram,TikTok,fine line,muneca,grande,180000,243,pendiente,esperando respuesta cliente,34
RES-0797,CLI-0443,ART-004,CAMP-IG-01,2026-06-11,09:00,Instagram,Instagram,tradicional,mano/dedos,pequeno,75000,113,confirmada,reserva confirmada,38
RES-0798,CLI-0764,ART-005,CAMP-RET-01,2026-06-14,16:30,Instagram,cliente recurrente,geometrico,muneca,mediano,95000,340,confirmada,reserva confirmada,58
RES-0799,CLI-0765,ART-006,CAMP-IG-01,2026-05-19,15:30,WhatsApp,Instagram,geometrico color,brazo,pequeno,50000,111,reagendada,reagendar fecha,14
RES-0800,CLI-0766,ART-004,CAMP-GO-01,2026-06-07,14:30,WhatsApp,Google,tradicional,hombro,pequeno,65000,91,cancelada,perdida,17
RES-0801,CLI-0767,ART-002,CAMP-IG-01,2026-06-06,16:30,WhatsApp,Instagram,tradicional,brazo,mediano,115000,44,contactar,pendiente de contacto,21
RES-0802,CLI-0768,ART-003,CAMP-IG-01,2026-06-05,09:00,WhatsApp,Instagram,fine line,antebrazo,pequeno,40000,97,pendiente,esperando respuesta cliente,12
RES-0803,CLI-0769,ART-002,CAMP-AIEP-01,2026-05-18,14:30,WhatsApp,evento AIEP,blackwork,pierna,mediano,135000,113,confirmada,reserva confirmada,54
RES-0804,CLI-0770,ART-004,CAMP-GO-01,2026-05-14,15:00,Instagram,Google,lettering,muneca,pequeno,45000,224,cancelada,perdida,13
RES-0805,CLI-0771,ART-002,CAMP-IG-01,2026-06-07,10:00,Instagram,Instagram,blackwork,muneca,mediano,85000,144,reagendada,reagendar fecha,20
RES-0806,CLI-0772,ART-003,CAMP-IG-01,2026-06-09,16:30,WhatsApp,Instagram,fine line,cuello,pequeno,40000,88,reagendada,reagendar fecha,12
